,V10,V11,V12,V14,V16,V17,Class
0,0.0700499611903301,-0.854022783526842,0.547347359707813,-0.101785017895712,-0.288559430499469,-0.606199259942812,0
1,-0.6006839513623361,0.0965007121072061,0.710309173597101,0.353866907459853,-0.10354214977829,0.128899472934344,0
2,-0.528356766504403,-0.8132144445911129,0.11189804873063698,-0.6497664895387071,0.5837872498302529,-0.344093710804082,0
3,0.334852782649897,0.9052097893152121,-0.27787163323208397,-0.0122376472088033,0.769344660813452,-1.01053386404502,0
4,-0.696578495841297,0.101511542162366,-0.4331997704933979,-1.18835418178904,0.576120774121793,1.0683526966048,0
5,-1.23887499739481,-0.0706440367540343,-0.0318546024591512,-0.7983618523929079,0.6361763295078809,0.509861623502435,0
6,0.6215111657561729,1.9342788083197502,0.0495635522677009,0.351435796629776,-0.6948372557114499,0.0117782205014754,0
7,-0.0145147134090565,-0.27721606425124895,-3.18276096766168,1.7241004819198102,-1.0690519953083002,1.3648813123925099,0
8,-0.369519338388199,0.37544231972687797,0.535357520017839,-0.221108973539435,0.351694206655555,-1.03541278896671,0
9,-0.32407381556551396,-0.5805424592790159,0.263503793611015,-0.21137268377821103,0.5337744823827221,-0.68460877798246,0
10,-0.498304592580671,-0.9791417428861791,-0.0035555806641123897,-0.29771743636206605,-0.0464183953862613,0.21287658438280502,0
11,0.554310346574464,-1.01269840356274,-0.394696170910896,-0.17027892763962998,1.0077735471595,0.0838289290879093,0
12,-1.74169493645438,1.6500787373780101,-1.2496417510346698,0.782057270618898,-1.4594178609351,1.7126596514922101,0
13,0.978759816353966,-1.6531159465645098,-0.7045667061656271,-1.45783428916078,-1.1304222575658702,1.3841358321527202,0
14,-0.117797862457185,0.8810520277900592,1.40787936514546,0.0813586491717674,-0.00990417226004105,-0.444463116504117,0
15,0.31159120418700104,-1.50837676949687,-0.374308141944818,0.159226512584637,-1.45513517380303,0.0400732340818228,0
16,1.0609328746706401,0.756272338449592,0.346426955544364,0.375333084156743,-0.977182784454173,0.234644108178485,0
17,-0.301286417921624,0.561386499960701,0.067215823190986,1.0408141137093398,0.147074451644911,-0.33785558655934306,0
18,0.6377038650352429,0.138254630056781,-0.4598544791208279,-0.009886839189435191,1.76424215011257,-0.411714939643144,0
19,-0.692000079921928,0.9975813439966221,-2.12261375716342,0.5942820622065511,0.221098424229757,0.5779543814907099,0
20,0.6438056472336651,-1.2500635876518402,-0.8568262242857321,-0.790588840096761,1.8112568758396101,-0.20557489223927802,0
21,0.0259388039277796,-0.791613131972679,-0.14152339853720802,0.6685308988067911,-0.23289209185995496,-0.396704737243841,0
22,0.6872471937246389,0.961035147542658,1.05380770217447,0.22765149497533102,-2.25568878389031,0.30312136271565,0
23,0.52353855572048,-0.410329020614594,0.26156922721607,0.278964968355049,-0.0020146662890117603,-1.01112889013999,0
